Scenario,Model,Round,Testing Period,Test P,Test R,Test A,Test F,Test AUC,Test MCC,Test B,Training Time,Testing Time,Validation Period,Model Ranking,Validation Perf
temporal,lr,64,5,1.0,0.0004590103736344441,0.6092121792187594,0.0009175995595522114,0.5321463408867485,0.016721319141250825,0.23101365883318598,12.188224873039871,0.01539954193867743,-1,[0],[-1]
temporal_rev,lr,64,5,1.0,0.0004590103736344441,0.6092121792187594,0.0009175995595522114,0.5321463408867485,0.016721319141250825,0.23101365883318598,12.188224873039871,0.024152188911102712,-1,[0],[-1]
dist,lr,64,5,1.0,0.0004590103736344441,0.6092121792187594,0.0009175995595522114,0.5321463408867485,0.016721319141250825,0.23101365883318598,12.188224873039871,0.01679034496191889,-1,[0],[-1]
dist_leak,lr,64,5,1.0,0.0004590103736344441,0.6092121792187594,0.0009175995595522114,0.5321463408867485,0.016721319141250825,0.23101365883318598,12.188224873039871,0.01564517302904278,-1,[0],[-1]
stationary,lr,64,6,1.0,0.0009590354843129195,0.7646223369916075,0.0019162332329592116,0.5314584026754803,0.02707856968711268,0.2106151653954042,28.54001523903571,0.01940167904831469,-1,[0],[-1]
retrain,lr,64,6,0.6352941176470588,0.007398273736128237,0.7651387992253067,0.014626218851570965,0.5763647545529684,0.04940135991540164,0.21027358532247015,28.54001523903571,0.019536226987838745,-1,[1],[-1]
oracle,lr,64,6,0.6352941176470588,0.007398273736128237,0.7651387992253067,0.014626218851570965,0.5763647545529684,0.04940135991540164,0.21027358532247015,28.54001523903571,0.0815425580367446,2,"[1, 0]","[0.5314584026754803, 0.5763647545529684]"
laf,lr,64,6,0.6352941176470588,0.007398273736128237,0.7651387992253067,0.014626218851570965,0.5763647545529684,0.04940135991540164,0.21027358532247015,28.54001523903571,0.06690014502964914,5,"[1, 0]",[-1]
crc,lr,64,6,0.6352941176470588,0.007398273736128237,0.7651387992253067,0.014626218851570965,0.5763647545529684,0.04940135991540164,0.21027358532247015,28.54001523903571,0.05201908096205443,2,"[1, 0]",[-1]
temporal,lr,64,6,1.0,0.0009590354843129195,0.7646223369916075,0.0019162332329592116,0.5314584026754803,0.02707856968711268,0.2106151653954042,28.54001523903571,0.08998050901573151,1,"[0, 1]","[0.5321463408867485, 0.8108717314214774]"
temporal_rev,lr,64,6,0.6352941176470588,0.007398273736128237,0.7651387992253067,0.014626218851570965,0.5763647545529684,0.04940135991540164,0.21027358532247015,28.54001523903571,0.09278065501712263,1,"[1, 0]","[0.5321463408867485, 0.8108717314214774]"
dist,lr,64,6,1.0,0.0009590354843129195,0.7646223369916075,0.0019162332329592116,0.5314584026754803,0.02707856968711268,0.2106151653954042,28.54001523903571,0.13579825591295958,4,"[0, 1]","[0.5321463408867485, 0.8108717314214774]"
dist_leak,lr,64,6,0.6352941176470588,0.007398273736128237,0.7651387992253067,0.014626218851570965,0.5763647545529684,0.04940135991540164,0.21027358532247015,28.54001523903571,0.08893233898561448,4,"[1, 0]","[0.5321463408867485, 0.8108717314214774]"
stationary,lr,64,7,1.0,0.0005911475652109658,0.6909101296920528,0.0011815966324495975,0.5796124211091447,0.02020882058221593,0.22085828616754175,30.323706532944925,0.028399610077030957,-1,[0],[-1]
retrain,lr,64,7,0.5600461893764435,0.0179191605704574,0.6919156715991545,0.034727194615494776,0.6067858571404443,0.05424187533427496,0.2105681000925944,30.323706532944925,0.027464368962682784,-1,[2],[-1]
oracle,lr,64,7,0.5600461893764435,0.0179191605704574,0.6919156715991545,0.034727194615494776,0.6067858571404443,0.05424187533427496,0.2105681000925944,30.323706532944925,0.150978869991377,3,"[2, 0, 1]","[0.5796124211091447, 0.5787428526146323, 0.6067858571404443]"
laf,lr,64,7,0.5600461893764435,0.0179191605704574,0.6919156715991545,0.034727194615494776,0.6067858571404443,0.05424187533427496,0.2105681000925944,30.323706532944925,0.7703120260266587,6,"[2, 1, 0]",[-1]
crc,lr,64,7,0.5600461893764435,0.0179191605704574,0.6919156715991545,0.034727194615494776,0.6067858571404443,0.05424187533427496,0.2105681000925944,30.323706532944925,0.10918612394016236,3,"[2, 1, 0]",[-1]
temporal,lr,64,7,0.5687203791469194,0.004433606739082243,0.6910586756556019,0.00879862154929061,0.5787428526146323,0.02759623605441497,0.22015277470712397,30.323706532944925,0.12251739192288369,2,"[1, 0, 2]","[0.5314584026754803, 0.5763647545529684, 0.6112810903111139]"
temporal_rev,lr,64,7,0.5600461893764435,0.0179191605704574,0.6919156715991545,0.034727194615494776,0.6067858571404443,0.05424187533427496,0.2105681000925944,30.323706532944925,0.07100361003540456,2,"[2, 1, 0]","[0.5314584026754803, 0.5763647545529684, 0.6112810903111139]"
dist,lr,64,7,0.5687203791469194,0.004433606739082243,0.6910586756556019,0.00879862154929061,0.5787428526146323,0.02759623605441497,0.22015277470712397,30.323706532944925,0.26217972207814455,5,"[1, 0, 2]","[0.5314584026754803, 0.5763647545529684, 0.6112810903111139]"
dist_leak,lr,64,7,0.5600461893764435,0.0179191605704574,0.6919156715991545,0.034727194615494776,0.6067858571404443,0.05424187533427496,0.2105681000925944,30.323706532944925,0.11880442500114441,5,"[2, 1, 0]","[0.5314584026754803, 0.5763647545529684, 0.6112810903111139]"
stationary,lr,64,8,1.0,0.00029660388551090017,0.7525602907168814,0.0005930318754633062,0.5986563430027003,0.014940111043439024,0.21200498402543402,31.839146827929653,0.017146253027021885,-1,[0],[-1]
retrain,lr,64,8,0.5237234523271577,0.05729398388452222,0.7537716110560511,0.10328847696283754,0.607598712224702,0.10677136151025184,0.18355746162741643,31.839146827929653,0.014861176023259759,-1,[3],[-1]
oracle,lr,64,8,0.5237234523271577,0.05729398388452222,0.7537716110560511,0.10328847696283754,0.607598712224702,0.10677136151025184,0.18355746162741643,31.839146827929653,0.1437081340700388,4,"[3, 0, 2, 1]","[0.5986563430027003, 0.5809079265981745, 0.5884170254649306, 0.607598712224702]"
laf,lr,64,8,0.634375,0.020070196252904248,0.7545913935078125,0.03890938712923475,0.5809079265981745,0.07963727108262666,0.21242872963015122,31.839146827929653,1.507396167027764,7,"[1, 2, 0, 3]",[-1]
crc,lr,64,8,0.6078431372549019,0.04137624202877058,0.7561208383805014,0.07747847820049986,0.5884170254649306,0.10930008103867425,0.18460060291387528,31.839146827929653,0.10164949903264642,4,"[2, 3, 1, 0]",[-1]
temporal,lr,64,8,0.6078431372549019,0.04137624202877058,0.7561208383805014,0.07747847820049986,0.5884170254649306,0.10930008103867425,0.18460060291387528,31.839146827929653,0.17878685798496008,3,"[2, 0, 1, 3]","[0.5796124211091447, 0.5787428526146323, 0.6067858571404443, 0.6112314887240213]"
temporal_rev,lr,64,8,0.5237234523271577,0.05729398388452222,0.7537716110560511,0.10328847696283754,0.607598712224702,0.10677136151025184,0.18355746162741643,31.839146827929653,0.22002602892462164,3,"[3, 2, 0, 1]","[0.5796124211091447, 0.5787428526146323, 0.6067858571404443, 0.6112314887240213]"
dist,lr,64,8,0.6078431372549019,0.04137624202877058,0.7561208383805014,0.07747847820049986,0.5884170254649306,0.10930008103867425,0.18460060291387528,31.839146827929653,0.3823845509905368,6,"[2, 0, 1, 3]","[0.5796124211091447, 0.5787428526146323, 0.6067858571404443, 0.6112314887240213]"
dist_leak,lr,64,8,0.5237234523271577,0.05729398388452222,0.7537716110560511,0.10328847696283754,0.607598712224702,0.10677136151025184,0.18355746162741643,31.839146827929653,0.19082949100993574,6,"[3, 2, 0, 1]","[0.5796124211091447, 0.5787428526146323, 0.6067858571404443, 0.6112314887240213]"
stationary,lr,65,5,1.0,0.0004590103736344441,0.6092121792187594,0.0009175995595522114,0.5321612300654236,0.016721319141250825,0.2310146836475535,12.420351961045526,0.027437238954007626,-1,[0],[-1]
retrain,lr,65,5,1.0,0.0004590103736344441,0.6092121792187594,0.0009175995595522114,0.5321612300654236,0.016721319141250825,0.2310146836475535,12.420351961045526,0.026844486012123525,-1,[0],[-1]
oracle,lr,65,5,1.0,0.0004590103736344441,0.6092121792187594,0.0009175995595522114,0.5321612300654236,0.016721319141250825,0.2310146836475535,12.420351961045526,0.06653306703083217,1,[0],[0.5321612300654236]
laf,lr,65,5,1.0,0.0004590103736344441,0.6092121792187594,0.0009175995595522114,0.5321612300654236,0.016721319141250825,0.2310146836475535,12.420351961045526,0.026497487910091877,-1,[0],[-1]
crc,lr,65,5,1.0,0.0004590103736344441,0.6092121792187594,0.0009175995595522114,0.5321612300654236,0.016721319141250825,0.2310146836475535,12.420351961045526,0.01528742304071784,-1,[0],[-1]
temporal,lr,65,5,1.0,0.0004590103736344441,0.6092121792187594,0.0009175995595522114,0.5321612300654236,0.016721319141250825,0.2310146836475535,12.420351961045526,0.02072240598499775,-1,[0],[-1]
temporal_rev,lr,65,5,1.0,0.0004590103736344441,0.6092121792187594,0.0009175995595522114,0.5321612300654236,0.016721319141250825,0.2310146836475535,12.420351961045526,0.01664738799445331,-1,[0],[-1]
dist,lr,65,5,1.0,0.0004590103736344441,0.6092121792187594,0.0009175995595522114,0.5321612300654236,0.016721319141250825,0.2310146836475535,12.420351961045526,0.02623308403417468,-1,[0],[-1]
dist_leak,lr,65,5,1.0,0.0004590103736344441,0.6092121792187594,0.0009175995595522114,0.5321612300654236,0.016721319141250825,0.2310146836475535,12.420351961045526,0.02993046003393829,-1,[0],[-1]
stationary,lr,65,6,1.0,0.0009590354843129195,0.7646223369916075,0.0019162332329592116,0.5315144274564754,0.02707856968711268,0.21061566585945235,27.832517886068672,0.01870969997253269,-1,[0],[-1]
retrain,lr,65,6,0.6352941176470588,0.007398273736128237,0.7651387992253067,0.014626218851570965,0.5763325730278066,0.04940135991540164,0.21027022497559664,27.832517886068672,0.018444480025209486,-1,[1],[-1]
oracle,lr,65,6,0.6352941176470588,0.007398273736128237,0.7651387992253067,0.014626218851570965,0.5763325730278066,0.04940135991540164,0.21027022497559664,27.832517886068672,0.0599689360242337,2,"[1, 0]","[0.5315144274564754, 0.5763325730278066]"
laf,lr,65,6,0.6352941176470588,0.007398273736128237,0.7651387992253067,0.014626218851570965,0.5763325730278066,0.04940135991540164,0.21027022497559664,27.832517886068672,0.09390086599159986,5,"[1, 0]",[-1]
crc,lr,65,6,0.6352941176470588,0.007398273736128237,0.7651387992253067,0.014626218851570965,0.5763325730278066,0.04940135991540164,0.21027022497559664,27.832517886068672,0.035934410989284515,2,"[1, 0]",[-1]
temporal,lr,65,6,1.0,0.0009590354843129195,0.7646223369916075,0.0019162332329592116,0.5315144274564754,0.02707856968711268,0.21061566585945235,27.832517886068672,0.08144874591380358,1,"[0, 1]","[0.5321612300654236, 0.8108503140632064]"
temporal_rev,lr,65,6,0.6352941176470588,0.007398273736128237,0.7651387992253067,0.014626218851570965,0.5763325730278066,0.04940135991540164,0.21027022497559664,27.832517886068672,0.07821535295806825,1,"[1, 0]","[0.5321612300654236, 0.8108503140632064]"
dist,lr,65,6,1.0,0.0009590354843129195,0.7646223369916075,0.0019162332329592116,0.5315144274564754,0.02707856968711268,0.21061566585945235,27.832517886068672,0.14415558602195233,4,"[0, 1]","[0.5321612300654236, 0.8108503140632064]"
dist_leak,lr,65,6,0.6352941176470588,0.007398273736128237,0.7651387992253067,0.014626218851570965,0.5763325730278066,0.04940135991540164,0.21027022497559664,27.832517886068672,0.10417348309420049,4,"[1, 0]","[0.5321612300654236, 0.8108503140632064]"
stationary,lr,65,7,1.0,0.0005911475652109658,0.6909101296920528,0.0011815966324495975,0.5796232748851201,0.02020882058221593,0.2208582854130984,29.810660841176286,0.02942063903901726,-1,[0],[-1]
retrain,lr,65,7,0.5600461893764435,0.0179191605704574,0.6919156715991545,0.034727194615494776,0.6067858571404443,0.05424187533427496,0.2105681000925944,29.810660841176286,0.026186723029240966,-1,[2],[-1]
oracle,lr,65,7,0.5600461893764435,0.0179191605704574,0.6919156715991545,0.034727194615494776,0.6067858571404443,0.05424187533427496,0.2105681000925944,29.810660841176286,0.10322816099505872,3,"[2, 0, 1]","[0.5796232748851201, 0.5787329254252309, 0.6067858571404443]"
laf,lr,65,7,0.5600461893764435,0.0179191605704574,0.6919156715991545,0.034727194615494776,0.6067858571404443,0.05424187533427496,0.2105681000925944,29.810660841176286,0.7119500009575859,6,"[2, 1, 0]",[-1]
crc,lr,65,7,0.5600461893764435,0.0179191605704574,0.6919156715991545,0.034727194615494776,0.6067858571404443,0.05424187533427496,0.2105681000925944,29.810660841176286,0.110919549013488,3,"[2, 1, 0]",[-1]
temporal,lr,65,7,0.5687203791469194,0.004433606739082243,0.6910586756556019,0.00879862154929061,0.5787329254252309,0.02759623605441497,0.2201505381652189,29.810660841176286,0.10845173103734851,2,"[1, 0, 2]","[0.5315144274564754, 0.5763325730278066, 0.6112810903111139]"
